ID,Title,Price,URL
970158039428535,"Just listed $1,900 1994 Club Car ds Stuart, FL",1900,https://www.facebook.com/marketplace/item/970158039428535/
1586731893165257,"Just listed $2,500 2009 Yamaha golf cart gas Pensacola, FL",2500,https://www.facebook.com/marketplace/item/1586731893165257/
2106618269905052,"$3,900 2011 EZGO txt Sun City Center, FL",3900,https://www.facebook.com/marketplace/item/2106618269905052/
2434901774006771,"$3,000 1999 Ez+Go ezgo Brooksville, FL",3000,https://www.facebook.com/marketplace/item/2434901774006771/
1434128785222823,"Just listed $4,700 2020 Club Car Tempo Golf Cart 2024 trojan batteries Melbourne, FL",4700,https://www.facebook.com/marketplace/item/1434128785222823/
2429600554118018,"$2,000 $2,750 2003 Club Car ds Port Orange, FL",2000,https://www.facebook.com/marketplace/item/2429600554118018/
1578677377027390,"Just listed $4,400 2009 Club Car Precedent Golf Cart 2025 batteries Melbourne, FL",4400,https://www.facebook.com/marketplace/item/1578677377027390/
1077237125059357,"Just listed $3,499 2021 Club Car Tempo Golf Cart 2024 trojan batteries Melbourne, FL",3499,https://www.facebook.com/marketplace/item/1077237125059357/
1053265127074633,"$3,500 $4,250 2007 Club Car precedent Orlando, FL",3500,https://www.facebook.com/marketplace/item/1053265127074633/
1563202628597226,"$2,300 2021 Club Car Tempo Golf Carts wholesale Melbourne, FL",2300,https://www.facebook.com/marketplace/item/1563202628597226/
